,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_learning_rate,param_max_features,param_n_estimators,param_subsample,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0,1.091228723526001,0.006003777186075847,-6918763.129097502,-441315.08299974044,0.6,auto,100,0.8,"{'learning_rate': 0.6, 'n_estimators': 100, 'max_features': 'auto', 'subsample': 0.8}",22,-7218170.5905307215,-389117.1910949752,-7080752.248755748,-433680.6293464789,-6456673.76034674,-501147.4285577671,0.03291789241266658,0.0021614515766850266,331288.54675279115,46053.64399936401
1,1.0133438905080159,0.00400233268737793,-6876123.738275145,-395164.3898758019,0.6,auto,100,0.9,"{'learning_rate': 0.6, 'n_estimators': 100, 'max_features': 'auto', 'subsample': 0.9}",21,-6775423.321346173,-377851.3385550732,-6963709.595377177,-372212.8154677633,-6889257.989633357,-435429.0156045693,0.012692522784369963,3.371747880871523e-07,77444.81543291603,28564.293555180833
2,0.9084413051605225,0.004669030507405599,-6199040.10458701,-376337.7535350859,0.6,auto,100,1,"{'learning_rate': 0.6, 'n_estimators': 100, 'max_features': 'auto', 'subsample': 1}",4,-6009694.006065838,-391272.45962954557,-6763013.298066097,-368664.6663746327,-5823850.506483513,-369076.13460107933,0.020867695276944164,0.0006246264748070465,406087.48406089464,10561.767879834724
3,5.618587096532186,0.016512552897135418,-7260327.087180189,-3419.220635464137,0.6,auto,500,0.8,"{'learning_rate': 0.6, 'n_estimators': 500, 'max_features': 'auto', 'subsample': 0.8}",33,-6641685.937494128,-3044.461896891603,-7537016.323717958,-3612.3524194445345,-7602792.441639514,-3600.8475900562753,0.2003959366225535,0.0010814809772551892,438432.31293991907,265.03606594470784
4,5.402109702428182,0.015008290608723959,-6741645.3331660405,-2263.3117985897316,0.6,auto,500,0.9,"{'learning_rate': 0.6, 'n_estimators': 500, 'max_features': 'auto', 'subsample': 0.9}",17,-6732585.681757721,-2116.8265367861213,-7564825.642849417,-2377.981575146914,-5926302.271500178,-2295.1272838361588,0.18755288284147517,4.899036091938795e-07,668871.2575133035,108.96377790013834
5,4.44869049390157,0.015511353810628256,-6407314.232065918,-2615.619256335369,0.6,auto,500,1,"{'learning_rate': 0.6, 'n_estimators': 500, 'max_features': 'auto', 'subsample': 1}",6,-6012265.338154149,-2524.164672678966,-7127241.270065631,-2877.555854966998,-6081948.282956818,-2445.137241360142,0.05998327559294607,0.0008164387092474284,510049.96021536604,188.0060637359752
6,0.21314255396525064,0.005002657572428386,-7129107.36591526,-927204.4405145822,0.6,sqrt,100,0.8,"{'learning_rate': 0.6, 'n_estimators': 100, 'max_features': 'sqrt', 'subsample': 0.8}",25,-6557645.482938504,-885805.7863362385,-6554523.0987253105,-935217.8185821776,-8276874.306097233,-960589.7166253307,0.008559138277061049,0.0008171187880203359,810986.1695707606,31051.78178904409
7,0.23032220204671225,0.005001942316691081,-6016067.880820866,-873790.3660392425,0.6,sqrt,100,0.9,"{'learning_rate': 0.6, 'n_estimators': 100, 'max_features': 'sqrt', 'subsample': 0.9}",2,-6360921.778507964,-869472.0659525845,-5971361.753693952,-869647.1588264102,-5715469.437932512,-882251.8733387326,0.0249528057326257,0.0010811144267564921,265362.880109473,5983.616170461389
8,0.1621090571085612,0.005171537399291992,-5798115.380029451,-858166.5936677909,0.6,sqrt,100,1,"{'learning_rate': 0.6, 'n_estimators': 100, 'max_features': 'sqrt', 'subsample': 1}",1,-5530388.218798864,-882934.7406259634,-6300945.722458625,-796395.171056209,-5562659.191051289,-895169.8693212004,0.007500028456609685,0.00023551821862844487,355931.9324123107,43963.667439839795
9,1.0293550491333008,0.025015513102213543,-7147561.595718434,-48562.779573585976,0.6,sqrt,500,0.8,"{'learning_rate': 0.6, 'n_estimators': 500, 'max_features': 'sqrt', 'subsample': 0.8}",26,-6887579.699932263,-41990.96554318262,-6776464.162916501,-50173.597524359466,-7779588.490865979,-53523.775653215824,0.09554899157454874,0.008202288603109745,448874.5485128324,4844.0670317011945
10,0.9523049195607504,0.01601099967956543,-7111750.569048012,-46287.52605134083,0.6,sqrt,500,0.9,"{'learning_rate': 0.6, 'n_estimators': 500, 'max_features': 'sqrt', 'subsample': 0.9}",23,-7155769.133808702,-37106.95416039542,-7464187.021018864,-47708.57801790425,-6714700.274513572,-54047.04597572282,0.03384781103806826,0.0010810017918129221,307518.80631827464,6988.381748620867
11,0.7346571286519369,0.018513282140096027,-6582595.058038179,-47432.467162055,0.6,sqrt,500,1,"{'learning_rate': 0.6, 'n_estimators': 500, 'max_features': 'sqrt', 'subsample': 1}",9,-6549541.16301824,-48692.9563825616,-7165699.067843522,-49284.66246515406,-6031719.042179523,-44319.78263844934,0.056014196660768054,0.003561336137796251,463477.5500185635,2214.216600314866
12,0.19029339154561362,0.004336357116699219,-6595771.922560395,-1150856.4918785645,0.6,log2,100,0.8,"{'learning_rate': 0.6, 'n_estimators': 100, 'max_features': 'log2', 'subsample': 0.8}",10,-6415574.844487009,-1112240.2481839429,-7176524.1237045415,-1144394.7096134208,-6194615.36537091,-1195934.51783833,0.01004257890904432,0.0004723819182213035,420592.6909040551,34472.19812909056
