,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_learning_rate,param_max_features,param_n_estimators,param_subsample,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
32,0.2031320095062256,0.0031266212463378906,-7163263.293555426,-460608.3203547299,0.7,log2,100,1,"{'n_estimators': 100, 'max_features': 'log2', 'learning_rate': 0.7, 'subsample': 1}",2,-7792608.016451896,-408563.2744722253,-6233036.430493954,-519413.086560935,-7329908.216775167,-470054.8579617092,-7107089.968766839,-472080.1872633493,-7353673.835289278,-432930.195515431,0.00987653943638055,0.006253242492675781,515476.27380024357,37824.87733549818
33,1.1503423213958741,0.0062525272369384766,-8744710.258343758,-6985.236025740285,0.7,log2,500,0.8,"{'n_estimators': 500, 'max_features': 'log2', 'learning_rate': 0.7, 'subsample': 0.8}",31,-9184627.79937433,-5767.626839205636,-8161227.647152943,-6392.147228169212,-7513828.419031742,-5998.532986567742,-9135858.407642562,-8578.100823384138,-9728009.018517204,-8189.772251374692,0.021220163159536634,0.007657751290579041,796105.8760334688,1165.850343988351
34,1.1237746238708497,0.009376907348632812,-8251004.927076493,-5320.569756937022,0.7,log2,500,0.9,"{'n_estimators': 500, 'max_features': 'log2', 'learning_rate': 0.7, 'subsample': 0.9}",20,-6884301.177316892,-6142.733000104589,-5953448.0399560165,-4266.689824314941,-7826307.395704459,-6643.589739526743,-11504779.441495383,-4405.957197809583,-9086188.580909714,-5143.879022929256,0.012654994593716213,0.007656213635235802,1929331.236912277,938.5875488124576
35,0.8152461528778077,0.009375429153442383,-7377337.567658279,-5092.525869085337,0.7,log2,500,1,"{'n_estimators': 500, 'max_features': 'log2', 'learning_rate': 0.7, 'subsample': 1}",7,-7184612.9075702885,-5504.704732295733,-7460883.946329471,-4542.242144188858,-6472947.94228318,-4705.227523787496,-7048538.359213229,-5126.735103661482,-8719704.682895228,-5583.719841493115,0.02914288655552645,0.007655007993044182,744594.0878122624,415.96764097555064
36,1.1867826461791993,0.0031248092651367187,-12024073.985099763,-134590.33406825195,0.8,auto,100,0.8,"{'n_estimators': 100, 'max_features': 'auto', 'learning_rate': 0.8, 'subsample': 0.8}",76,-9581397.94888925,-148404.90330849777,-8282434.299940329,-160138.62678114197,-11512937.98606985,-108855.88181922413,-17206230.24480648,-144171.13183435742,-13537369.445792908,-111381.12659803845,0.010102057053379727,0.006249618530273437,3142374.9111878225,20670.16503864918
37,1.1783889293670655,0.006247711181640625,-9220619.475329267,-81431.15968425167,0.8,auto,100,0.9,"{'n_estimators': 100, 'max_features': 'auto', 'learning_rate': 0.8, 'subsample': 0.9}",37,-6462910.537672393,-71395.449567921,-5554136.270346679,-81540.54570482686,-6826374.263407712,-78904.30102963264,-17236718.06460846,-94128.81945501402,-10022958.240611095,-81186.68266386389,0.03889212217856574,0.0076518524074251065,4282103.499435274,7326.701715894765
38,1.0522761821746827,0.003125429153442383,-11187516.364808625,-67254.90134070939,0.8,auto,100,1,"{'n_estimators': 100, 'max_features': 'auto', 'learning_rate': 0.8, 'subsample': 1}",67,-9565282.55113867,-72780.55897039706,-7022800.217064803,-65465.893422010166,-10283495.226095444,-69517.63599887448,-19060703.556243997,-64379.0613447156,-10005300.273500212,-64131.35696754961,0.013331489480733575,0.006250858306884766,4103132.1888202224,3372.844343891704
39,5.865021514892578,0.0031248092651367187,-11363835.207473801,-5.964133163999774,0.8,auto,500,0.8,"{'n_estimators': 500, 'max_features': 'auto', 'learning_rate': 0.8, 'subsample': 0.8}",69,-7844616.012100807,-9.472001389009131,-9724628.093301406,-6.702396921324755,-9436676.56596995,-4.188691631779596,-18336395.15820215,-5.069315230286076,-11476860.20779469,-4.388260647599309,0.12934218310140133,0.006249618530273437,3671926.226245744,1.96399790306325
40,5.685542201995849,0.01562504768371582,-11111773.785097467,-1.3431198628060286,0.8,auto,500,0.9,"{'n_estimators': 500, 'max_features': 'auto', 'learning_rate': 0.8, 'subsample': 0.9}",66,-7145055.091285394,-1.1414871366879102,-7499720.970072521,-1.6863630240841503,-9418637.1964787,-1.3407913063364842,-23717984.259663295,-0.9812426059063788,-7777471.407987432,-1.5657152410152182,0.20410349007962098,6.138803871110502e-06,6351103.984554846,0.26037699500630307
41,5.15131950378418,0.01562666893005371,-11957383.054268705,-0.9349010988471044,0.8,auto,500,1,"{'n_estimators': 500, 'max_features': 'auto', 'learning_rate': 0.8, 'subsample': 1}",75,-11843634.816892885,-0.9425600559999335,-6846706.635215458,-1.2181499489058327,-10134554.36323034,-0.7037370928366059,-20651108.102177456,-0.6705563540947679,-10310911.353827389,-1.139502042398382,0.06854445876191677,4.409132482744915e-06,4642119.792242242,0.22156942864002407
42,0.30939087867736814,0.0,-9315775.14799115,-488578.53172842925,0.8,sqrt,100,0.8,"{'n_estimators': 100, 'max_features': 'sqrt', 'learning_rate': 0.8, 'subsample': 0.8}",42,-8501279.007860834,-398608.8686020933,-8417499.922541833,-611299.2842019919,-10965685.965068044,-489587.90051496134,-9695099.015226636,-508557.05519777647,-8999311.8292584,-434839.55012532306,0.006254363873200202,0.0,941970.6657437249,72722.70861270951
43,0.28751020431518554,0.006248331069946289,-8798109.982626071,-340635.3516703864,0.8,sqrt,100,0.9,"{'n_estimators': 100, 'max_features': 'sqrt', 'learning_rate': 0.8, 'subsample': 0.9}",32,-8072459.259904867,-318094.1726540768,-10307345.640472183,-338765.5118098463,-6954560.521053926,-347794.40720801265,-9551893.398725197,-350266.1972053219,-9104291.092974188,-348256.46947467444,0.007650898667584033,0.007652611837126754,1171748.4516979752,11947.282126448845
44,0.23126401901245117,0.00624847412109375,-8567769.91246198,-289419.83852344274,0.8,sqrt,100,1,"{'n_estimators': 100, 'max_features': 'sqrt', 'learning_rate': 0.8, 'subsample': 1}",25,-7232269.828256445,-292649.8935845096,-7117320.826986912,-317531.214600059,-9693957.674008539,-258664.57954398438,-8163489.057297749,-261838.8956076961,-10631812.175760254,-316414.60928096494,0.011695025312870594,0.007652787063159845,1384151.3915218585,25440.105093670034
45,1.3104392528533935,0.006248998641967774,-9987774.589655193,-1539.3382745943359,0.8,sqrt,500,0.8,"{'n_estimators': 500, 'max_features': 'sqrt', 'learning_rate': 0.8, 'subsample': 0.8}",51,-9388826.086458636,-1378.14089424124,-7065265.92434849,-1801.1091655573875,-10428250.931976873,-1338.6432841869014,-11980706.697463386,-2039.7926591561743,-11075823.308028573,-1139.005369829977,0.0067071327990403185,0.00765342917214369,1688161.36766045,330.30534347090673
46,1.262982177734375,0.009373855590820313,-8576506.111375991,-970.9304284064341,0.8,sqrt,500,0.9,"{'n_estimators': 500, 'max_features': 'sqrt', 'learning_rate': 0.8, 'subsample': 0.9}",26,-7449452.160236854,-1019.1811474184816,-6679605.3299503485,-1265.5710450672807,-9215705.805683276,-864.0799676088649,-9813092.847197948,-701.5859456265089,-9724674.413811537,-1004.2340363110342,0.0023543709278979878,0.007653723643885643,1274715.3908604542,186.66216892962814
47,0.9527387619018555,0.00825037956237793,-8582729.13195693,-1016.4888760603744,0.8,sqrt,500,1,"{'n_estimators': 500, 'max_features': 'sqrt', 'learning_rate': 0.8, 'subsample': 1}",27,-7397622.986015165,-888.6262533949537,-7473744.626888489,-1054.4366622223872,-7239950.178231997,-1061.008463401948,-11624959.082809238,-986.0656206195863,-9177368.785839753,-1092.3073806629973,0.009201323721267658,0.007042721346776701,1676075.0532139177,72.72537180150404
48,0.2717092514038086,0.0031238079071044924,-9847305.981125375,-633984.179245404,0.8,log2,100,0.8,"{'n_estimators': 100, 'max_features': 'log2', 'learning_rate': 0.8, 'subsample': 0.8}",50,-8342228.685717637,-630485.8730491375,-8164219.256654983,-744751.8846364632,-9519981.693321401,-622217.6144422675,-13310597.140187636,-598278.800258018,-9899503.129745219,-574186.7238411334,0.006776289919947438,0.006247615814208985,1854847.1619726291,58772.07587378268
49,0.2573249816894531,0.006251716613769531,-9221570.903141195,-472724.0761783711,0.8,log2,100,0.9,"{'n_estimators': 100, 'max_features': 'log2', 'learning_rate': 0.8, 'subsample': 0.9}",38,-6537550.917097074,-474395.4728236796,-10827073.411284376,-511402.1664004426,-8427640.513148503,-457517.59609112603,-10771491.391567374,-434699.43617335067,-9544098.28260865,-485605.7094032564,0.009113780507008416,0.007656758289212359,1607370.802536967,25852.794776071318
50,0.19688587188720702,0.0031251430511474608,-8120487.706741584,-439494.74292266637,0.8,log2,100,1,"{'n_estimators': 100, 'max_features': 'log2', 'learning_rate': 0.8, 'subsample': 1}",14,-7933022.43239762,-421144.6707191798,-6370222.215221378,-482655.91900122305,-8485808.770144757,-483691.57427790895,-9093284.354082763,-438559.4555068958,-8720100.761861408,-371422.0951081243,0.007658666148371992,0.0062502861022949215,952670.051193562,41923.101782272446
51,1.1341793060302734,0.006248855590820312,-11578157.89542885,-5842.320256703244,0.8,log2,500,0.8,"{'n_estimators': 500, 'max_features': 'log2', 'learning_rate': 0.8, 'subsample': 0.8}",72,-7823692.270907665,-4900.675306449708,-12394796.844757777,-4547.9888112444205,-10266548.14775088,-6272.83806858731,-10661165.609300919,-6046.687158309413,-16744586.604427015,-7443.411938925373,0.007981545246210637,0.007653254492016354,2967021.80266525,1034.6588901414752
52,1.1055140018463134,0.01249837875366211,-9288431.026168773,-3514.1694891545185,0.8,log2,500,0.9,"{'n_estimators': 500, 'max_features': 'log2', 'learning_rate': 0.8, 'subsample': 0.9}",41,-9190640.618950238,-3310.3647370198278,-7838732.520794231,-3090.027243751166,-6828030.553308041,-3307.7549142936628,-11097755.53399055,-4757.00783749899,-11486995.903800812,-3105.6927132089477,0.012258603033429679,0.00624919195740169,1804001.214126208,628.5762379609922
